Age,Del 18O
84500,-37.57
84550,-38.72
84600,-38.97
84650,-38.8
84700,-38.77
84750,-38.45
84800,-38.37
84850,-38.55
84900,-38.67
84950,-38.52
85000,-38.98
85050,-38.62
85100,-38.95
85150,-39.28
85200,-39.57
85250,-39
85300,-39.12
85350,-39.29
85400,-39.07
85450,-38.33
85500,-39.2
85550,-39.79
85600,-39.11
85650,-39.33
85700,-39.41
85750,-39.08
85800,-39.61
85850,-39.83
85900,-39.69
85950,-39.62
86000,-39.62
86050,-39.65
86100,-39.69
86150,-40.26
86200,-39.73
86250,-40.1
86300,-39.95
86350,-39.71
86400,-40.28
86450,-39.65
86500,-40.82
86550,-40.42
86600,-40.41
86650,-40.4
86700,-40.91
86750,-40.91
86800,-40.36
86850,-42.12
86900,-40.15
86950,-39.08
87000,-39.6
87050,-40.46
87100,-40.22
87150,-39.97
87200,-40.04
87250,-40.05
87300,-39.85
87350,-40.05
87400,-38.93
87450,-38.23
87500,-37.9
87550,-38.28
87600,-38.62
87650,-38.95
87700,-39.58
87750,-39.48
87800,-39.01
87850,-38.1
87900,-38.21
87950,-38.41
88000,-38.37
88050,-38.5
88100,-38.51
88150,-38
88200,-37.67
88250,-37.7
88300,-38.04
88350,-37.77
88400,-37.92
88450,-38.3
88500,-38.11
88550,-38.23
88600,-38.01
88650,-38.25
88700,-38.38
88750,-38.9
88800,-38.74
88850,-38.85
88900,-38.43
88950,-37.91
89000,-38.15
89050,-37.77
89100,-37.78
89150,-37.96
89200,-38.24
89250,-38.08
89300,-38.1
89350,-38.1
89400,-37.21
89450,-37.39
89500,-37.42
89550,-37.77
89600,-37.68
89650,-37.81
89700,-37.79
89750,-37.69
89800,-37.52
89850,-37.52
89900,-37.78
89950,-38.12
90000,-38.05
90050,-38.6
90100,-38.42
90150,-38.15
90200,-37.93
90250,-39.42
90300,-39.64
90350,-38.84
90400,-39.3
90450,-39.08
90500,-39.04
90550,-39.02
90600,-38.88
90650,-38.9
90700,-38.81
90750,-39.1
90800,-39.79
90850,-39.47
90900,-39.39
90950,-38.89
91000,-39.17
91050,-39.12
91100,-38.76
91150,-39.29
91200,-39.7
91250,-39.35
91300,-39.35
91350,-38.78
91400,-39.45
91450,-39.42
91500,-39.66
91550,-39.58
91600,-38.98
91650,-39.35
91700,-39.92
91750,-39.68
91800,-39.6
91850,-39.71
91900,-40.06
91950,-38.62
92000,-39.12
92050,-39.7
92100,-39.31
92150,-39.11
92200,-40.4
92250,-39.35
92300,-38.87
92350,-39.82
92400,-39.02
92450,-39.53
92500,-39.75
92550,-38.67
92600,-39.09
92650,-39.03
92700,-39.51
92750,-38.97
92800,-39.4
92850,-39.5
92900,-39.56
92950,-39.6
93000,-39.9
93050,-39.51
93100,-40.29
93150,-40.32
93200,-39.35
93250,-39.36
93300,-39.86
93350,-39.46
93400,-39.13
93450,-39.36
93500,-39.21
93550,-39.31
93600,-39.41
93650,-39.49
93700,-39.35
93750,-39.31
93800,-38.98
93850,-38.72
93900,-39.29
93950,-39.04
94000,-39.58
94050,-39.2
94100,-39.29
94150,-38.66
94200,-39.12
94250,-39.26
94300,-39.25
94350,-39.31
94400,-39
94450,-39.34
94500,-39.37
94550,-38.54
94600,-38.74
94650,-38.87
94700,-38.83
94750,-38.5
94800,-38.65
94850,-38.91
94900,-39.2
94950,-39.21
95000,-39.22
95050,-38.68
95100,-38.97
95150,-38.75
95200,-38.42
95250,-38.52
95300,-38.63
95350,-38.73
95400,-38.91
95450,-38.82
95500,-38.63
95550,-38.63
95600,-38.5
95650,-38.68
95700,-38.9
95750,-38.9
95800,-38.88
95850,-38.83
95900,-38.53
95950,-38.32
96000,-38.9
96050,-39.32
96100,-38.77
96150,-38.79
96200,-38.87
96250,-38.87
96300,-38.97
96350,-38.78
96400,-38.16
96450,-38.47
96500,-38.57
96550,-38.51
96600,-38.68
96650,-38.3
96700,-38.16
96750,-38.24
96800,-38.34
96850,-38.36
96900,-38.32
96950,-37.97
97000,-38.21
97050,-38.25
97100,-38.15
97150,-37.75
97200,-37.84
97250,-38.13
97300,-37.83
97350,-38.24
97400,-37.95
97450,-38.2
97500,-37.31
97550,-38.09
97600,-37.59
97650,-37.89
97700,-37.32
97750,-37.43
97800,-37.49
97850,-37.92
97900,-38.11
97950,-37.73
98000,-37.49
98050,-37.9
98100,-37.67
98150,-37.59
98200,-37.85
98250,-37.75
98300,-37.42
98350,-37.37
98400,-37.31
98450,-37.23
98500,-37.24
98550,-37.18
98600,-37.31
98650,-37.2
98700,-36.99
98750,-37.05
98800,-37.03
98850,-37.29
98900,-37.25
98950,-36.92
99000,-37.08
99050,-36.86
99100,-37.14
99150,-37.34
99200,-37.3
99250,-37.09
99300,-37.28
99350,-36.63
99400,-36.69
99450,-36.76
99500,-36.77
99550,-36.58
99600,-36.76
99650,-36.63
99700,-36.5
99750,-36.55
99800,-36.36
99850,-36.79
99900,-36.73
99950,-36.48
100000,-36.59
100050,-36.33
